date,time,x,y,RSSI3,RSSI4,RSSI5,RSSI6,RSSI7,RSSI8,RSSI9,RSSI10,RSSI11,RSSI12,RSSI13,RSSI14,RSSI15,RSSI16,RSSI17,RSSI18
7-01,14:10:33.999,4,0,-65.0,-67.0,-66.0,-61.0,-59.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-65.0,-74.0,-66.0,-61.0,-59.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-65.0,-67.0,-66.0,-61.0,-72.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-65.0,-74.0,-66.0,-61.0,-72.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-65.0,-67.0,-66.0,-61.0,-72.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-65.0,-74.0,-66.0,-61.0,-72.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-66.0,-67.0,-66.0,-61.0,-59.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-66.0,-74.0,-66.0,-61.0,-59.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-66.0,-67.0,-66.0,-61.0,-59.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-66.0,-74.0,-66.0,-61.0,-72.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-66.0,-74.0,-66.0,-61.0,-72.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-66.0,-67.0,-66.0,-61.0,-72.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-66.0,-67.0,-66.0,-61.0,-72.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-66.0,-74.0,-66.0,-61.0,-72.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-58.0,-71.0
7-01,14:10:33.999,4,0,-66.0,-74.0,-66.0,-61.0,-59.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-66.0,-67.0,-66.0,-61.0,-59.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-66.0,-74.0,-66.0,-61.0,-59.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-66.0,-67.0,-66.0,-61.0,-59.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-66.0,-74.0,-66.0,-61.0,-72.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-65.0
7-01,14:10:33.999,4,0,-65.0,-67.0,-66.0,-61.0,-72.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-65.0,-74.0,-66.0,-61.0,-72.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-65.0,-67.0,-66.0,-61.0,-72.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-65.0,-74.0,-66.0,-61.0,-59.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-65.0,-67.0,-66.0,-61.0,-59.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-65.0,-74.0,-66.0,-61.0,-59.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-65.0,-67.0,-66.0,-61.0,-59.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-65.0,-74.0,-66.0,-61.0,-72.0,-74.0,-65.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-81.0,-71.0
7-01,14:10:33.999,4,0,-65.0,-74.0,-66.0,-61.0,-72.0,-74.0,-74.0,-64.0,-74.0,-69.0,-56.0,-70.0,-59.0,-66.0,-58.0,-71.0
7-01,14:10:34.512,4,0,-65.0,-72.0,-67.0,-62.0,-71.0,-69.0,-73.0,-70.0,-68.0,-68.0,-58.0,-65.0,-57.0,-71.0,-58.0,-70.0
7-01,14:10:34.512,4,0,-65.0,-72.0,-67.0,-62.0,-71.0,-69.0,-73.0,-70.0,-68.0,-68.0,-58.0,-73.0,-57.0,-71.0,-58.0,-70.0
7-01,14:10:34.512,4,0,-65.0,-72.0,-67.0,-62.0,-71.0,-69.0,-73.0,-64.0,-68.0,-68.0,-58.0,-65.0,-57.0,-71.0,-58.0,-70.0
7-01,14:10:34.512,4,0,-65.0,-72.0,-67.0,-62.0,-71.0,-69.0,-73.0,-64.0,-68.0,-68.0,-58.0,-73.0,-57.0,-71.0,-58.0,-70.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-65.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-77.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-65.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-70.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-72.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-72.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-65.0,-65.0,-62.0,-60.0,-68.0,-72.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-62.0,-70.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.024,4,0,-66.0,-65.0,-65.0,-62.0,-60.0,-68.0,-65.0,-64.0,-75.0,-69.0,-57.0,-74.0,-55.0,-66.0,-58.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-68.0,-71.0,-59.0,-66.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-68.0,-71.0,-59.0,-66.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-68.0,-71.0,-59.0,-73.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-68.0,-71.0,-59.0,-73.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-68.0,-71.0,-59.0,-66.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-73.0,-71.0,-59.0,-66.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-68.0,-71.0,-59.0,-73.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-73.0,-71.0,-59.0,-66.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-73.0,-71.0,-59.0,-66.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-73.0,-71.0,-59.0,-73.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-73.0,-71.0,-59.0,-73.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-73.0,-71.0,-59.0,-66.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-73.0,-71.0,-59.0,-73.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-68.0,-71.0,-59.0,-73.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-68.0,-71.0,-59.0,-66.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-65.0,-73.0,-71.0,-59.0,-73.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-73.0,-71.0,-59.0,-73.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-68.0,-71.0,-59.0,-66.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-68.0,-71.0,-59.0,-66.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-68.0,-71.0,-59.0,-73.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-68.0,-71.0,-59.0,-73.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-68.0,-71.0,-59.0,-66.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-73.0,-71.0,-59.0,-73.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-68.0,-71.0,-59.0,-73.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-68.0,-71.0,-59.0,-66.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-73.0,-71.0,-59.0,-66.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-73.0,-71.0,-59.0,-66.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-73.0,-71.0,-59.0,-73.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-73.0,-71.0,-59.0,-73.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-73.0,-71.0,-59.0,-66.0,-56.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-73.0,-71.0,-59.0,-66.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:35.537,4,0,-65.0,-68.0,-66.0,-62.0,-71.0,-68.0,-74.0,-68.0,-68.0,-71.0,-59.0,-73.0,-53.0,-67.0,-59.0,-69.0
7-01,14:10:36.051,4,0,-61.0,-65.0,-65.0,-63.0,-61.0,-69.0,-65.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-69.0
7-01,14:10:36.051,4,0,-61.0,-70.0,-65.0,-63.0,-61.0,-69.0,-65.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-66.0
7-01,14:10:36.051,4,0,-61.0,-70.0,-65.0,-62.0,-61.0,-69.0,-73.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-66.0
7-01,14:10:36.051,4,0,-61.0,-70.0,-65.0,-63.0,-61.0,-69.0,-65.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-69.0
7-01,14:10:36.051,4,0,-61.0,-65.0,-65.0,-63.0,-61.0,-69.0,-73.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-69.0
7-01,14:10:36.051,4,0,-61.0,-70.0,-65.0,-63.0,-61.0,-69.0,-73.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-69.0
7-01,14:10:36.051,4,0,-61.0,-65.0,-65.0,-62.0,-61.0,-69.0,-65.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-69.0
7-01,14:10:36.051,4,0,-61.0,-70.0,-65.0,-62.0,-61.0,-69.0,-65.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-69.0
7-01,14:10:36.051,4,0,-61.0,-65.0,-65.0,-62.0,-61.0,-69.0,-73.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-69.0
7-01,14:10:36.051,4,0,-61.0,-70.0,-65.0,-62.0,-61.0,-69.0,-73.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-69.0
7-01,14:10:36.051,4,0,-61.0,-65.0,-65.0,-62.0,-61.0,-69.0,-65.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-66.0
7-01,14:10:36.051,4,0,-61.0,-65.0,-65.0,-62.0,-61.0,-69.0,-73.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-66.0
7-01,14:10:36.051,4,0,-61.0,-70.0,-65.0,-63.0,-61.0,-69.0,-73.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-66.0
7-01,14:10:36.051,4,0,-61.0,-65.0,-65.0,-63.0,-61.0,-69.0,-73.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-66.0
7-01,14:10:36.051,4,0,-61.0,-65.0,-65.0,-63.0,-61.0,-69.0,-65.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-66.0
7-01,14:10:36.051,4,0,-61.0,-70.0,-65.0,-62.0,-61.0,-69.0,-65.0,-65.0,-75.0,-73.0,-59.0,-72.0,-54.0,-68.0,-71.0,-66.0
